Age,Stage of Change,Symptoms and Disorders,Psychological Treatment,Evidence Level,Basis for Evidence
Adult,Maintenance,OCD,CBT (technology-based/over the internet),Experimental,"Andersson, E., Ljotsson, B., Hedman, E., Kaldo, V., Paxling, B., Andersson, G., Lindefors, N., & Ruck, C. (2011). Internet-based cognitive behavior therapy for obsessive compulsive disorder: A pilot study. BMC Psychiatry, 11(1), 125-125. doi:10.1186/1471-244X-11-125 ; Andersson, E., Enander, J., AndrÇn, P., Hedman, E., Lj¢tsson, B., Hursti, T.. . Filosofiska fakulteten. (2012). Internet-based cognitive behaviour therapy for obsessive?compulsive disorder: A randomized controlled trial. Psychological Medicine, 42(10), 1-11. doi:10.1017/S0033291712000244"
Child,Precontemplation,PTSD,CBT - trauma focused,Unclear,
Child,Contemplation,PTSD,CBT - trauma focused,Unclear,
Child,Preparation,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Clinical Child & Adolescent Psychology, 37, 156-183."
Child,Action,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,CBT - trauma focused,Unclear,
Adolescent,Contemplation,PTSD,CBT - trauma focused,Unclear,
Adolescent,Preparation,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Action,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Maintenance,PTSD,CBT - trauma focused,Excellent,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Precontemplation,PTSD,CBT (group),Unclear,
Child,Contemplation,PTSD,CBT (group),Unclear,
Child,Preparation,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Action,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,CBT (group),Unclear,
Adolescent,Contemplation,PTSD,CBT (group),Unclear,
Adolescent,Preparation,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Action,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Maintenance,PTSD,CBT (group),Good,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Precontemplation,PTSD,EMDR,Unclear,
Child,Contemplation,PTSD,EMDR,Unclear,
Child,Preparation,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Action,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,EMDR,Unclear,
Adolescent,Contemplation,PTSD,EMDR,Unclear,
Adolescent,Preparation,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Action,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Maintenance,PTSD,EMDR,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Precontemplation,PTSD,Family therapy,Unclear,
Child,Contemplation,PTSD,Family therapy,Unclear,
Child,Preparation,PTSD,Family therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Action,PTSD,Family therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,Family therpy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,Family therapy,Unclear,
Adolescent,Contemplation,PTSD,Family therapy,Unclear,
Adolescent,Preparation,PTSD,Family therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Action,PTSD,Family therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Maintenance,PTSD,Family therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Precontemplation,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Contemplation,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Preparation,PTSD,Child-centered Therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Action,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Contemplation,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Preparation,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Action,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Maintenance,PTSD,Child-centered therapy,Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adolescent,Precontemplation,PTSD,Seeking Safety program for PTSD with Substance Abuse,Unclear,
Adolescent,Contemplation,PTSD,Seeking Safety program for PTSD with Substance Abuse,Unclear,
Adolescent,Preparation,PTSD,Seeking Safety program for PTSD with Substance Abuse,Fair,"Najavits, L.M., Gallop, R.J., & Weiss, R.D. (2006). Seeking Safety therapy for adolescent girls with PTSD and substance abuse: A randomized controlled trial. Journal of Behavioral Health Services & Research, 33, 453-463."
Adolescent,Action,PTSD,Seeking Safety program for PTSD with Substance Abuse,Fair,"Najavits, L.M., Gallop, R.J., & Weiss, R.D. (2006). Seeking Safety therapy for adolescent girls with PTSD and substance abuse: A randomized controlled trial. Journal of Behavioral Health Services & Research, 33, 453-463."
Adolescent,Maintenance,PTSD,Seeking Safety program for PTSD with Substance Abuse,Fair,"Najavits, L.M., Gallop, R.J., & Weiss, R.D. (2006). Seeking Safety therapy for adolescent girls with PTSD and substance abuse: A randomized controlled trial. Journal of Behavioral Health Services & Research, 33, 453-463."
Child,Precontemplation,PTSD,Resilient Peer therapy (interactive peer play),Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Contemplation,PTSD,Resilient Peer therapy (interactive peer play),Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Preparation,PTSD,Resilient Peer therapy (interactive peer play),Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Action,PTSD,Resilient Peer therapy (interactive peer play),Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Child,Maintenance,PTSD,Resilient Peer therapy (interactive peer play),Fair,"Silverman, W. K., Ortiz, C. D., Viswesvaran, C., Burns, B. J., Kolko, D. J., Putnam, F. W., & Amaya-Jackson, L. (2008). Evidence-based psychosocial treatments for child and adolescent exposed to traumatic events: A review and meta-analysis. Journal of Cli"
Adult,Precontemplation,PTSD,Prolonged Exposure,Unclear,
Adult,Contemplation,PTSD,Prolonged Exposure,Unclear,
Adult,Preparation,PTSD,Prolonged Exposure,Excellent,"McLean, C. P., & Foa, E. B. (2011). Prolonged exposure therapy for post-traumatic stress disorder: A review of evidence and dissemination. Expert Review of Neurotherapeutics, 11(8), 1151-1163. doi:10.1586/ern.11.94 ; McLean, C. P., & Foa, E. B. (2013). Dissemination and implementation of prolonged exposure therapy for posttraumatic stress disorder. Journal of Anxiety Disorders, 27(8), 788. doi:10.1016/j.janxdis.2013.03.004 ; McLean, C. P., & Foa, E. B. (2014). The use of prolonged exposure therapy to help patients with post-traumatic stress disorder. Clinical Practice, 11(2), 233. doi:10.2217/cpr.13.96"
Adult,Action,PTSD,Prolonged Exposure,Excellent,"McLean, C. P., & Foa, E. B. (2011). Prolonged exposure therapy for post-traumatic stress disorder: A review of evidence and dissemination. Expert Review of Neurotherapeutics, 11(8), 1151-1163. doi:10.1586/ern.11.94 ; McLean, C. P., & Foa, E. B. (2013). Dissemination and implementation of prolonged exposure therapy for posttraumatic stress disorder. Journal of Anxiety Disorders, 27(8), 788. doi:10.1016/j.janxdis.2013.03.004 ; McLean, C. P., & Foa, E. B. (2014). The use of prolonged exposure therapy to help patients with post-traumatic stress disorder. Clinical Practice, 11(2), 233. doi:10.2217/cpr.13.96"
